#####################################################################
# Alchemist log file - simulation started at: 2025-02-15T18:32+0000 #
#####################################################################
#
# seed = 1, nodes = 10, isBaseline = true, deploymentStrategy = optimal, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 8, availableHwInfrastructural = 20
#
# The columns have the following meaning: 
# time Carbon[mean] Energy[mean] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] ExecutionTime[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.00393578939705234 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0039357893970522 1.3038250845683705 1.4799999999999998 21.50449922223353 140.1029869403947 88.96717477328909 1665.4845205835693 0.0 116.51102785074553 48.16684734501824 2638.4713888041715 8.222884179E9
2.003935789397055 1.3038250845683705 1.4799999999999998 80.24202550435263 139.33136663281348 100.35986177510689 656.5778672711339 0.0 118.75462950554636 70.63782277822477 2454.229656594156 8.222884179E9
3.0039357893970515 1.1574885916290987 1.4799999999999998 79.89313619163447 139.40039248880046 99.9946877420685 644.2654970953131 0.0 120.57031714353586 70.54952586195435 2545.960397296718 8.222884179E9
4.003935789397048 1.1574885916290987 1.4799999999999998 79.69420329006302 140.10822361688605 99.8124973834733 653.6490529995743 0.0 121.03231540053226 70.33001242893395 2546.1846357642853 8.222884179E9
5.003935789397045 1.2566219946941655 1.4799999999999998 80.31487077979146 140.04573621061866 100.59709978327784 661.2995576854979 0.0 121.55158993299801 71.02173454833117 2517.8035383042975 8.222884179E9
6.003935789397041 1.2566219946941655 1.4799999999999998 80.34432482515336 139.7092669005005 100.60906003265058 663.6026454134512 0.0 122.89946387340451 71.31312195873679 2481.042417606901 8.222884179E9
7.003935789397038 1.2810959447721555 1.4799999999999998 80.58513481281213 141.27693146006297 101.05029257535327 685.9851946202065 0.0 121.23195457283771 71.7067233620368 2362.381274656158 8.222884179E9
8.003935789397035 1.2810959447721555 1.4799999999999998 80.85627642539654 142.43112649766465 101.46862012519395 689.8084795093092 0.0 122.80236968832942 71.7212906531596 2390.2891274277818 8.222884179E9
9.003935789397032 1.1691011525553754 1.4799999999999998 81.1846303517064 143.4289686305137 101.61491671394552 685.816784457927 0.0 126.2154381192078 72.02630100403496 2452.444089895938 8.222884179E9
10.003935789397028 1.1691011525553754 1.4799999999999998 81.23967400981671 143.5369694555785 101.7822392786367 678.7451371857842 0.0 125.21748528463657 71.85095200986329 2462.1891705807866 8.222884179E9
11.003935789397024 1.2505917336367784 1.4799999999999998 81.191409287478 143.15066907948935 101.39313197663658 666.8534616255383 0.0 126.29151883627635 71.71283028287695 2520.1320547318483 8.222884179E9
12.00393578939702 1.2505917336367784 1.4799999999999998 80.73004334714216 143.33483046352598 100.85541040139701 660.1475552448919 0.0 125.11903498783644 71.18072909489523 2499.7516125264497 8.222884179E9
13.003935789397017 1.2659490744772317 1.4799999999999998 80.7395024526615 144.66377223030122 100.82033606780327 664.7740527194672 0.0 125.20545354545774 71.50867299734352 2531.6874693114055 8.222884179E9
14.003935789397014 1.2659490744772317 1.4799999999999998 80.91837576875933 144.1051964229315 101.15123134196409 675.3801637108257 0.0 124.03282891421115 71.27655310801694 2496.211783376847 8.222884179E9
15.00393578939701 1.151764134486763 1.4799999999999998 81.50794607759534 143.3765592702108 101.62123628538204 666.1160841848214 0.0 124.46188413412185 70.98409382614301 2532.5254996969434 8.222884179E9
16.00393578939701 1.151764134486763 1.4799999999999998 81.65560771013952 144.70298153053966 102.09188640135139 685.5215626133324 0.0 125.32820577553544 71.65117768413155 2549.3965815752867 8.222884179E9
17.003935789397058 1.1603415896402813 1.4799999999999998 81.74601870158808 145.2572342757405 102.09087470094724 674.6559390274831 0.0 126.30327461335301 71.58806201895128 2585.650328695213 8.222884179E9
18.003935789397108 1.1603415896402813 1.4799999999999998 81.77340967494223 144.1423110896697 102.22663318013694 672.6386479132468 0.0 126.69067852965068 71.47948174162056 2620.7129735951244 8.222884179E9
19.003935789397158 1.0759266002975278 1.4799999999999998 81.8956339259757 143.29399644398978 102.39087698768884 675.1608389336316 0.0 127.19653045952461 71.76294401566048 2588.06734388845 8.222884179E9
20.003935789397207 1.0759266002975278 1.4799999999999998 81.63473093219744 142.8373850272412 102.01816188186778 665.7875522869339 0.0 125.28891229450115 71.46716307481005 2597.746893776847 8.222884179E9
21.003935789397257 1.0232741203227749 1.4799999999999998 81.71090737112615 142.08489540036726 102.41514152309598 689.9699058325655 0.0 125.99181544517732 71.9606832374654 2552.2102471006933 8.222884179E9
22.003935789397307 1.0232741203227749 1.4799999999999998 82.1643221578484 144.90039878950125 103.24366622693584 719.5913809047286 0.0 125.34634446871273 72.0530552445871 2498.22768599851 8.222884179E9
23.003935789397357 1.197304877579962 1.4799999999999998 81.7721986080275 144.16355146491034 102.88222053914083 710.4622636758438 0.0 126.22570074280652 72.34717343080194 2501.7907537131223 8.222884179E9
24.003935789397406 1.197304877579962 1.4799999999999998 81.41452096314455 142.91437447080986 102.47645121165839 719.6329906882384 0.0 126.35691365663959 72.52585378078012 2441.393088534675 8.222884179E9
25.003935789397456 1.161408038159448 1.4799999999999998 81.45599854916783 144.6081214463162 102.67252036868194 739.384728683462 0.0 125.64520309542172 73.07284071324094 2429.1705909304505 8.222884179E9
26.003935789397506 1.161408038159448 1.4799999999999998 81.25748182749274 144.35852448720493 102.73402633140238 751.4617039752966 0.0 125.67955544178301 73.24526405334768 2437.5373450319853 8.222884179E9
27.003935789397556 1.0643434030041254 1.4799999999999998 81.27993067167657 144.35017440205397 102.76049051889812 765.5529039678017 0.0 123.82828463045436 73.31362486174157 2417.053070387454 8.222884179E9
28.003935789397605 1.0643434030041254 1.4799999999999998 81.2104915860882 144.404486488426 102.59016985083151 765.1335701241662 0.0 122.79364343136663 73.48027492640148 2446.8433547123004 8.222884179E9
29.003935789397655 1.014022941111592 1.4799999999999998 81.18297799407065 143.64420658885587 102.7752749908008 777.1864243647384 0.0 122.60338573889203 73.75823166199116 2422.8238038745226 8.222884179E9
30.003935789397705 1.014022941111592 1.4799999999999998 81.55010649529964 143.83681794326932 103.14611960931651 776.1486451200581 0.0 121.20889520976714 74.03030297201245 2392.959721554819 8.222884179E9
31.003935789397755 1.2409353329141872 1.4799999999999998 81.50449086494588 145.5317941858326 103.47872643814597 784.7901694857264 0.0 120.57563494411099 74.23610731446868 2388.0356509958638 8.222884179E9
32.0039357893978 1.2409353329141872 1.4799999999999998 82.2867968942059 147.1801935710164 104.27033721470303 800.785337959866 0.0 120.57911522260383 73.98400391358591 2417.394701866526 8.222884179E9
33.003935789397744 1.0699983630451624 1.4799999999999998 82.72076551927884 146.3818402396499 104.65007440587749 804.5561115802934 0.0 119.69759822352205 73.4608612228378 2486.996664292478 8.222884179E9
34.00393578939769 1.0699983630451624 1.4799999999999998 82.33572224546573 145.7720960448418 104.57633983445106 806.5961114549094 0.0 120.17410187197524 73.44302208377925 2495.8021311398406 8.222884179E9
35.00393578939763 1.177441785862822 1.4799999999999998 82.55718366171197 146.49236515099585 104.57883693342899 806.6065025119619 0.0 119.50912252102486 73.19833414898399 2517.306956889556 8.222884179E9
36.00393578939757 1.177441785862822 1.4799999999999998 82.7315192559904 146.62427480394487 104.84209349620696 818.2182905919485 0.0 119.40228760949628 73.47371326172232 2500.338798422677 8.222884179E9
37.00393578939752 1.0674387688042035 1.4799999999999998 82.86030343080921 146.38243476933266 105.0670864273063 822.9148230161622 0.0 121.63759938115565 73.81912208600606 2532.4207904528685 8.222884179E9
38.00393578939746 1.0674387688042035 1.4799999999999998 83.13051757304453 145.7768101798508 105.0147148428644 788.3492994683453 0.0 121.69161348892528 73.79798341884927 2514.5894567127884 8.222884179E9
39.0039357893974 1.2164715603179121 1.4799999999999998 83.19697194362737 146.03966517343642 104.9338912637519 776.1973015625384 0.0 123.31159588653432 73.5614292327759 2578.810040117226 8.222884179E9
40.003935789397346 1.2164715603179121 1.4799999999999998 83.34256839596138 146.05695049389342 105.21113710878129 783.5042747264462 0.0 123.12522475826268 73.64676351243016 2574.048205125856 8.222884179E9
41.00393578939729 1.0138443495238807 1.4799999999999998 83.21473751779202 145.6458803096082 104.72915106563413 759.8406815156533 0.0 122.83162465251519 74.18549988861844 2611.0710984272173 8.222884179E9
42.00393578939723 1.0138443495238807 1.4799999999999998 82.44995844699827 143.18986724964782 103.66560411882791 713.0716305245664 0.0 121.4553072338048 73.62786280490978 2582.620925975514 8.222884179E9
43.003935789397175 1.1107391981566346 1.4799999999999998 82.31381819160589 144.79597182178145 103.62466404121888 736.9142149602607 0.0 122.35706392047491 73.67149066997374 2570.586285240437 8.222884179E9
44.00393578939712 1.1107391981566346 1.4799999999999998 82.71323410179117 145.0685063010103 103.70021944550786 732.5393631117836 0.0 121.83049472266934 73.63359331510944 2543.802018756384 8.222884179E9
45.00393578939706 1.0567842082146162 1.4799999999999998 82.05414024753787 145.5517726538471 103.36370595820841 729.409347363945 0.0 119.92806716368277 73.73334214015053 2483.9540756847437 8.222884179E9
46.003935789397005 1.0567842082146162 1.4799999999999998 81.91045345699945 143.1118769926502 102.7524092539063 711.8455487424801 0.0 119.16405921678079 73.30534840765068 2483.2825029051332 8.222884179E9
47.00393578939695 1.0491362784538205 1.4799999999999998 82.12513364097326 143.44612636468716 102.92843517779473 710.035444460955 0.0 118.17345791866333 73.04115463827499 2482.1035275658123 8.222884179E9
48.00393578939689 1.0491362784538205 1.4799999999999998 81.81717951812657 143.1436118979883 102.84193496822951 719.1079893435676 0.0 118.53154551806824 73.32391022403029 2493.696405414317 8.222884179E9
49.003935789396834 1.1349176537190844 1.4799999999999998 82.0186248179799 141.97528276116194 103.1592872300035 736.5194960895392 0.0 119.97774028359308 72.69028752136887 2589.5610616396307 8.222884179E9
50.00393578939678 1.1349176537190844 1.4799999999999998 82.39097693616708 142.06139866625156 103.43753651736897 718.9274513737403 0.0 120.13356235922751 72.6810170948206 2587.895269622711 8.222884179E9
51.00393578939672 0.9525758637012749 1.4799999999999998 82.99769033405347 144.15821200114448 104.39048110871062 746.6834313318228 0.0 121.31181211251601 72.92334155644573 2599.219845844702 8.222884179E9
