#####################################################################
# Alchemist log file - simulation started at: 2025-02-11T17:01+0000 #
#####################################################################
#
# seed = 2.0, nodes = 15.0, isBaseline = true, deploymentStrategy = optimal, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 8, availableHwInfrastructural = 20
#
# The columns have the following meaning: 
# time Carbon[min] Carbon[max] Carbon[mean] Carbon[variance] Energy[min] Energy[max] Energy[mean] Energy[variance] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0032884513038209384 NaN NaN NaN NaN NaN NaN NaN NaN 26.355732765738782 26.355732765738782 26.355732765738782 0.0 0.0 0.0 0.0 0.0
1.003288451303821 0.13 0.36 0.22799999999999998 0.009145714285714283 0.11460891700812112 0.3583988820708867 0.1885446504353705 0.007129166597211944 80.44835672437412 125.72278017075199 101.75062495034207 228.32095154271062 1.8396344210008926 122.78189451968379 51.204450006870616 2421.574748434392
2.003288451303821 0.13 0.36 0.22799999999999998 0.009145714285714283 0.11057772139083842 0.3480798962992386 0.18661970149511858 0.006900820289223254 82.69239105071526 124.75000369922121 100.11485646675263 183.18899140658772 2.4491561050308093 125.78888878161834 51.353845993437275 2452.500029352806
3.003288451303821 0.13 0.36 0.22799999999999998 0.009145714285714283 0.1100150967467366 0.3077222767215766 0.17805442209038652 0.004954742921317797 71.00491035085943 125.14111897028418 99.77735562913566 249.66521678047098 2.234630915550594 128.03916548344512 51.7372950627543 2468.2697036292184
4.0032884513038205 0.13 0.36 0.22799999999999998 0.009145714285714283 0.10240829208674636 0.36018635087798073 0.20019716556816652 0.008125768577592563 77.35478103097627 133.76061112669748 101.82708178069353 297.26809661011623 3.7703733416510294 130.29818057579115 52.378798734859245 2466.7955540778357
5.0032884513038205 0.13 0.36 0.22799999999999998 0.009145714285714283 0.11330623919527028 0.2917725635553032 0.18006483040924803 0.00371570935762688 71.68892980362968 134.10575943852538 99.98314868433256 309.76912533733264 1.721238312059123 128.982914872665 52.412769598642235 2473.6529032368994
6.0032884513038205 0.13 0.36 0.22799999999999998 0.009145714285714283 0.12232279428662916 0.3561686810427682 0.2050501968498301 0.007005958947814651 76.04186753745093 124.78444094706298 98.77331512683709 245.61747567129592 2.5451836434155206 128.3809570349547 52.152686980843725 2457.1733825099877
7.0032884513038205 0.13 0.36 0.22799999999999998 0.009145714285714283 0.10656571340788912 0.32524738146404286 0.1625879244833994 0.004719762726562364 74.02675170669046 122.9337297283302 97.43135449677507 254.37014959485577 3.235859022346734 130.4359955208634 52.09873267321872 2483.9891336685573
8.00328845130382 0.13 0.36 0.22799999999999998 0.009145714285714283 0.10733474519346559 0.35550175578118237 0.1757630561726241 0.005319133025384811 80.4912485930099 146.44505687666617 103.25833122728406 477.358474042871 1.9548965624059265 132.7062339846422 52.581485810102684 2495.300011788363
9.00328845130382 0.13 0.36 0.22799999999999998 0.009145714285714283 0.11557521268575126 0.2887684245662625 0.176501345744589 0.004229117903088949 74.66437772962408 132.80318512870514 100.58640264786402 444.6530939746593 1.4259589326043722 135.17315063532578 52.87114361114403 2505.9408134213168
10.00328845130382 0.13 0.36 0.22799999999999998 0.009145714285714283 0.10572892788854578 0.3120926490628363 0.1780000559882786 0.004674323849365786 69.0479720114904 145.70951164121246 102.10723391407575 637.5876273023368 1.8836775848649137 133.93641833960632 53.367100978601435 2434.5239110939397
